"articulos"	"rubro"	"subrubro"	"subsubrubro"	"familia"
"Peras"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Ananá fresco"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Uvas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Frutas frescas o congeladas,otras"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas frescas y congeladas"
"Frutas secas con cáscara"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas procesadas"
"Frutas secas sin cáscara"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas procesadas"
"Frutas secas y semillas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas procesadas"
"Fruta desecada y abrillantada"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas procesadas"
"Semillas de girasol, lino, sésamo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas procesadas"
"Frutas envasadas en almíbar"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Frutas"	"Frutas procesadas"
"Acelga"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Espinaca"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Apio planta,apio gusto"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Apio tallos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Lechuga"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Berro"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Coliflores y coles frescos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Repollo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Nabizas, nabos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Puerros"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Pepinos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Zapallitos y zucchini"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Espárragos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Rabanitos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Brócolis"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Repollitos de Bruselas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Tomate común, grande (americano, larga vida)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Tomate perita"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Tomate cherry"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Zanahorias"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Ajos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Cebollas,cebollines,cebolla de verdeo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Zapallo criollo,calabaza y kabutiá"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Morrón"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Ají catalán"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Berenjena"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Choclo fresco (sin conservar)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Alcauciles"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Remolachas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Rúcula"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Chauchas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Arvejas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Habas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Verduras para puchero, en bandeja o similar"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Brotes  de soja,alfalfa y brócoli"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Champignon y otros hongos frescos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Verduras lavadas y cortadas ,ralladas, ensaladas prontas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Escarola"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Papas, papines"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Boniatos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Espinacas, acelgas congeladas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Brócolis y coles congelados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Arvejas ,choclo,chauchas congeladas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Papas preparadas congeladas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Mix de verduras  congeladas,ensaladas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Sopa juliana y otras verduras  congeladas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Verduras frescas, otras"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Hortalizas y tubérculos, frescos y congelados"
"Lentejas, lentejones, peladas o no"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Legumbres y hortalizas, secas y en conserva"
"Porotos de manteca,alubia,soja, frutilla,negros,pallares sueltos o envasados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Legumbres y hortalizas, secas y en conserva"
"Garbanzos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Legumbres y hortalizas, secas y en conserva"
"Tomates en conserva"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Legumbres y hortalizas, secas y en conserva"
"Arvejas enlatadas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Legumbres y hortalizas, secas y en conserva"
"Aceitunas en conserva"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Legumbres y hortalizas, secas y en conserva"
"Hongos desecados y tomates secos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Legumbres y hortalizas, secas y en conserva"
"Choclo en grano o crema, enlatado"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Legumbres y hortalizas, secas y en conserva"
"Porotos,garbanzos,lentejas en lata"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Legumbres y hortalizas, secas y en conserva"
"Verduras en conserva, otras"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Legumbres y hortalizas, secas y en conserva"
"Puré de papas y/o de zapallo instantáneo deshidratado"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Legumbres y hortalizas, secas y en conserva"
"Milanesa vegetal o de soja"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Legumbres y hortalizas, secas y en conserva"
"Comida china,congelada (Chop suey, otras)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Legumbres y hortalizas"	"Legumbres y hortalizas, secas y en conserva"
"Azúcar blanco refinada"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Azúcar"
"Azucares, otros"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Azúcar"
"Dulce de leche"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Dulces, mermeladas, miel, jarabes"
"Mermeladas , jaleas, dietéticas o no,jarabe de fructuosa"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Dulces, mermeladas, miel, jarabes"
"Dulces de corte"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Dulces, mermeladas, miel, jarabes"
"Miel, polen  y propóleo, jalea real"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Dulces, mermeladas, miel, jarabes"
"Helados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Helados"
"Maní con chocolate"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Chocolates y dulces de azúcar"
"Garrapiñada"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Chocolates y dulces de azúcar"
"Turrones"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Chocolates y dulces de azúcar"
"Caramelos, chicles, chupetines"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Chocolates y dulces de azúcar"
"Pastillas paquete"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Chocolates y dulces de azúcar"
"Confituras"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Chocolates y dulces de azúcar"
"Chocolates,bombones, chocolatines"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Chocolates y dulces de azúcar"
"Sucedáneos artificiales del azúcar (en base a sacarina)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Sucedáneos artificiales del azúcar"
"Edulcorantes naturales"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Azúcar, derivados y otros"	"Sucedáneos artificiales del azúcar"
"Sal común"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Otras sales,con gusto,modificada,sustitutos sin sodio"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Especies y condimentos naturales"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Esencias y colorantes"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Hierbas aromáticas,culinarias"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Perejil"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Condimentos y aderezos procesados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Condimentos líquidos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Salsas de tomate y otros similares"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Mayonesa,salsa golf, mostaza, ketchup, salsa de soja"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Caldos en cubos y dietéticos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Sopas concentradas , salsa blanca"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Levadura, polvos de hornear"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Helados, postres, flanes, gelatinas instantáneos (en polvo)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Papás fritas con o sin sal para copetín"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Otros productos para copetín,meriendas y snacks"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Productos macrobióticos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Alimentos para bebé (cereales, papillas)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Complementos nutricionales y fórmulas infantiles"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos"	"Condimentos, aderezos y otros productos alimenticios n.e.p."	"Condimentos, aderezos y otros productos alimenticios n.e.p."
"Café o cebada soluble instantáneo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Café"	"Café"
"Cebada"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Café"	"Café"
"Café de filtro"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Café"	"Café"
"Té en saquitos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Té, mate y otras infusiones"	"Té, mate y otras infusiones"
"Té suelto"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Té, mate y otras infusiones"	"Té, mate y otras infusiones"
"Té en lata"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Té, mate y otras infusiones"	"Té, mate y otras infusiones"
"Yerba mate"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Té, mate y otras infusiones"	"Té, mate y otras infusiones"
"Cacao para bebidas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Cacao para bebidas"	"Cacao para bebidas"
"Refrescos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Gaseosas"	"Gaseosas"
"Refrescos diet"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Gaseosas"	"Gaseosas"
"Aguas minerales"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Aguas minerales"	"Aguas minerales"
"Jugos naturales (líquidos)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Jugos"	"Jugos"
"Jugos concentrados en polvo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Jugos"	"Jugos"
"Jugos concentrados líquidos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Jugos"	"Jugos"
"Jugos no concentrados artificiales líquidos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Jugos"	"Jugos"
"Bebidas no alcohólicas, otras (Terma,malta,energizantes)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Bebidas no alcohólicas, otras (Terma,malta,energizantes)"	"Bebidas no alcohólicas, otras (Terma,malta,energizantes)"
"Hielo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Bebidas no alcohólicas"	"Hielo"	"Hielo"
"Sandwiches de jamón y queso (pan blanco o negro)"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Medias lunas y tortugas rellenas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Sandwiches calientes"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Leche sola"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Leche con productos panificados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Café con o sin leche, cortado, capuchino"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Café con o sin leche con productos panificados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Te con o sin leche con productos panificados"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Milanesa de carne roja, sola"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Milanesa al plato con guarnición"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Chorizo al pan"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Frankfurter al pan"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Hamburguesa de carne roja al pan"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Arrollado de pollo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Tarta de verdura, porción"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Tartas saladas de carne o pescado,entera"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Tartas saladas de carne o pescado, porción"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Tarta de jamón y queso, porción"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Burrito, Lehmenyún, arrollado primavera"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Empanadas todo tipo"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Comidas a base de carnes rojas con guarnición"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Comidas a base de pescado con guarnición"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Comidas a base de pollo con guarnición"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
