id;gen;plan;cred1;cred1y2;cred1.2y3;cred1234;nac_lug;otros_univ;ocup_rel;sit_labNT;horas;sexto;edad;edad_t;Xfem;Xhijos;Xocup;XeduP;XeduM;XocuP;XocuM;tratamiento;inst;EDA;MC.EDA;carr04;carr11;carr12;carr14;fecing4;fecing11;fecing12;fecing14;fecingEDA;julio;EDAoMCEDA;Xnac_lug;Xhoras;XeduM_num;XeduP_num;Xedu_H;Xsexto;cred1_prop;cred1_2012;cred1y2_prop;cred1y2_2012;cred1.2y3_prop;cred1.2y3_2012;cred1234_prop;cred1234_2012
366;2013;3. Plan 12   ;80;165;270;360;Paysandú;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Privada;17;t17.19;1;0;0;3;3;Asalariado;Asalariado;1;311;0;0;0;1;1;1;NA;5/2/2013;5/2/2013;5/2/2013;NA;0;0;Interior;No trabaja;3;3;3;Interior Privada;0.888888888888889;80;0.916666666666667;165;1;270;1;360
367;2012;3. Plan 12   ;40;90;150;220;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;1;2;Dirección;Asalariado;1;33;0;0;0;1;1;0;NA;6/2/2012;6/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;1;2;Montevideo Privada;0.444444444444444;40;0.5;90;0.555555555555556;150;0.611111111111111;220
368;2013;3. Plan 12   ;90;160;230;260;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;3;3;Asalariado;Asalariado;1;50;0;0;0;0;1;0;NA;NA;13/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Privada;1;90;0.888888888888889;160;0.851851851851852;230;0.722222222222222;260
370;2012;3. Plan 12   ;50;100;120;180;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;2;Asalariado;Asalariado;1;45;0;0;0;1;1;0;NA;16/2/2012;16/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.555555555555556;50;0.555555555555556;100;0.444444444444444;120;0.5;180
372;2012;3. Plan 12   ;0;40;90;120;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Privada;22;t20.22;0;0;0;3;1;Asalariado;Asalariado;1;23;0;0;0;0;1;0;NA;NA;6/3/2012;NA;NA;0;0;Montevideo;No trabaja;1;3;3;Montevideo Privada;0;0;0.222222222222222;40;0.333333333333333;90;0.333333333333333;120
373;2013;3. Plan 12   ;80;150;220;260;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;UTU Montevideo;18;t17.19;1;0;0;1;1;Asalariado;No trabaja;1;194;1;0;0;0;1;1;NA;NA;7/2/2013;7/2/2013;15/7/2014;0;1;Montevideo;No trabaja;1;1;1;Montevideo Publica;0.888888888888889;80;0.833333333333333;150;0.814814814814815;220;0.722222222222222;260
374;2012;3. Plan 12   ;0;0;0;0;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Privada;18;t17.19;1;0;0;1;1;Asalariado;Asalariado;1;354;0;0;0;1;1;0;NA;9/2/2012;9/2/2012;NA;NA;0;0;Montevideo;No trabaja;1;1;1;Montevideo Privada;0;0;0;0;0;0;0;0
375;2013;3. Plan 12   ;10;10;70;90;Rivera;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;0;0;0;1;3;Asalariado;Asalariado;1;152;0;0;0;0;1;1;NA;NA;13/2/2013;13/2/2013;NA;0;0;Interior;No trabaja;3;1;3;Interior Publica;0.111111111111111;10;0.0555555555555556;10;0.259259259259259;70;0.25;90
377;2013;3. Plan 12   ;40;100;160;205;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;UTU Interior;19;t17.19;0;0;0;1;1;Asalariado;Asalariado;1;193;0;1;0;1;1;0;NA;15/2/2013;15/2/2013;NA;NA;0;1;Montevideo;No trabaja;1;1;1;Interior Publica;0.444444444444444;40;0.555555555555556;100;0.592592592592593;160;0.569444444444444;205
378;2013;3. Plan 12   ;0;0;0;0;Lavalleja;No posee;No está relacionada;No corresponde;Trabaja menos de 10 hrs semanales;Interior Publica;21;t20.22;0;0;1;NA;2;Asalariado;No trabaja;1;2;0;0;0;1;1;0;NA;7/3/2017;20/2/2013;NA;NA;0;0;Interior;Trabaja menos de 30 horas;2;NA;2;Interior Publica;0;0;0;0;0;0;0;0
379;2012;3. Plan 12   ;90;180;235;310;Durazno;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;17;t17.19;1;0;0;1;2;Dirección;Asalariado;1;108;0;0;0;1;1;0;NA;7/2/2012;7/2/2012;NA;NA;0;0;Interior;No trabaja;2;1;2;Interior Publica;1;90;1;180;0.87037037037037;235;0.861111111111111;310
380;2013;3. Plan 12   ;90;120;150;170;Montevideo;No posee;No corresponde;Trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;3;1;Asalariado;Asalariado;1;201;0;0;0;1;1;0;NA;5/2/2016;5/2/2013;NA;NA;0;0;Montevideo;No trabaja;1;3;3;Montevideo Privada;1;90;0.666666666666667;120;0.555555555555556;150;0.472222222222222;170
381;2012;3. Plan 12   ;30;60;60;60;Tacuarembó;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;0;0;0;1;1;Asalariado;Cuenta propia;1;124;1;1;0;1;1;1;NA;10/2/2012;10/2/2012;10/2/2012;1/2/2014;0;1;Interior;No trabaja;1;1;1;Interior Publica;0.333333333333333;30;0.333333333333333;60;0.222222222222222;60;0.166666666666667;60
383;2012;3. Plan 12   ;80;140;140;140;Canelones;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Interior Publica;19;t17.19;0;0;0;1;1;Cuenta propia;Asalariado;1;91;0;0;0;0;1;0;NA;NA;10/2/2012;NA;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;0.888888888888889;80;0.777777777777778;140;0.518518518518518;140;0.388888888888889;140
384;2012;3. Plan 12   ;20;30;70;100;Montevideo;No posee;No está relacionada;No corresponde;Trabaja menos de 10 hrs semanales;Montevideo Publica;18;t17.19;0;0;1;3;1;Asalariado;Asalariado;1;73;0;0;0;1;1;0;NA;6/3/2012;6/3/2012;NA;NA;0;0;Montevideo;Trabaja menos de 30 horas;1;3;3;Montevideo Publica;0.222222222222222;20;0.166666666666667;30;0.259259259259259;70;0.277777777777778;100
385;2013;3. Plan 12   ;10;20;40;40;Canelones;No posee;No corresponde;Trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Dirección;Asalariado;1;90;0;0;0;1;1;0;NA;6/2/2013;6/2/2013;NA;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;0.111111111111111;10;0.111111111111111;20;0.148148148148148;40;0.111111111111111;40
386;2013;3. Plan 12   ;70;120;130;150;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;2;Dirección;Dirección;1;16;0;0;0;0;1;0;NA;NA;6/2/2013;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.777777777777778;70;0.666666666666667;120;0.481481481481481;130;0.416666666666667;150
387;2012;3. Plan 12   ;90;140;245;360;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Privada;19;t17.19;0;0;0;3;1;Asalariado;No trabaja;1;194;0;0;0;1;1;0;NA;15/2/2012;15/2/2012;NA;NA;0;0;Montevideo;No trabaja;1;3;3;Montevideo Privada;1;90;0.777777777777778;140;0.907407407407407;245;1;360
388;2012;3. Plan 12   ;90;150;210;260;Colonia;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;0;0;0;1;1;Asalariado;No trabaja;1;102;0;0;0;0;1;0;NA;NA;10/2/2012;NA;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;1;90;0.833333333333333;150;0.777777777777778;210;0.722222222222222;260
390;2013;3. Plan 12   ;80;170;270;330;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;3;3;Asalariado;Asalariado;1;15;0;0;0;1;1;0;NA;6/2/2013;6/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Privada;0.888888888888889;80;0.944444444444444;170;1;270;0.916666666666667;330
391;2013;3. Plan 12   ;90;160;200;230;Salto;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;3;1;Asalariado;No trabaja;1;159;0;0;0;1;1;0;NA;8/2/2013;8/2/2013;NA;NA;0;0;Interior;No trabaja;1;3;3;Interior Publica;1;90;0.888888888888889;160;0.740740740740741;200;0.638888888888889;230
393;2013;3. Plan 12   ;40;50;60;60;Paysandú;No posee;No está relacionada;No corresponde;Trabaja de 21 a 30 hrs semanales;Interior Publica;18;t17.19;0;0;1;NA;1;Sin dato;Asalariado;1;144;0;0;0;1;1;0;NA;14/2/2013;14/2/2013;NA;NA;0;0;Interior;Trabaja menos de 30 horas;1;NA;1;Interior Publica;0.444444444444444;40;0.277777777777778;50;0.222222222222222;60;0.166666666666667;60
394;2012;3. Plan 12   ;70;115;145;215;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;No trabaja;No trabaja;1;99;0;0;0;1;1;1;NA;7/2/2012;7/2/2012;7/2/2012;NA;0;0;Montevideo;No trabaja;1;1;1;Interior Publica;0.777777777777778;70;0.638888888888889;115;0.537037037037037;145;0.597222222222222;215
396;2013;3. Plan 12   ;30;30;30;30;Tacuarembó;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Interior Privada;19;t17.19;1;0;0;1;1;Asalariado;No trabaja;1;36;0;0;0;0;1;0;NA;NA;4/3/2013;NA;NA;0;0;Interior;No trabaja;1;1;1;Interior Privada;0.333333333333333;30;0.166666666666667;30;0.111111111111111;30;0.0833333333333333;30
398;2013;3. Plan 12   ;90;180;245;315;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;3;3;Asalariado;Asalariado;1;356;0;0;0;1;1;1;NA;7/2/2013;7/2/2013;7/2/2013;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Privada;1;90;1;180;0.907407407407407;245;0.875;315
402;2012;3. Plan 12   ;90;160;230;290;Durazno;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;3;Cuenta propia;No trabaja;1;15;0;0;0;1;1;1;NA;6/2/2012;6/2/2012;6/2/2012;NA;0;0;Interior;No trabaja;3;2;3;Montevideo Privada;1;90;0.888888888888889;160;0.851851851851852;230;0.805555555555556;290
406;2013;3. Plan 12   ;90;170;240;320;Soriano;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Asalariado;Asalariado;1;94;0;0;0;0;1;0;NA;NA;7/2/2013;NA;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;1;90;0.944444444444444;170;0.888888888888889;240;0.888888888888889;320
407;2012;3. Plan 12   ;0;0;0;55;Montevideo;No posee;No está relacionada;No corresponde;Trabaja de 21 a 30 hrs semanales;Montevideo Publica;17;t17.19;1;0;1;1;1;Asalariado;Asalariado;1;373;0;1;0;1;1;0;NA;10/2/2012;10/2/2012;NA;NA;0;1;Montevideo;Trabaja menos de 30 horas;1;1;1;Montevideo Publica;0;0;0;0;0;0;0.152777777777778;55
410;2013;3. Plan 12   ;80;160;210;270;Florida;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;0;0;0;2;2;Asalariado;Dirección;1;113;0;0;0;0;1;1;NA;NA;8/2/2013;8/2/2013;NA;0;0;Interior;No trabaja;2;2;2;Interior Publica;0.888888888888889;80;0.888888888888889;160;0.777777777777778;210;0.75;270
411;2012;3. Plan 12   ;0;40;80;100;Montevideo;No posee;No corresponde;Trabajó y no busca trabajo;No corresponde;Montevideo Privada;19;t17.19;0;0;0;3;2;Dirección;Cuenta propia;1;46;0;0;0;0;1;0;NA;NA;16/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;3;3;Montevideo Privada;0;0;0.222222222222222;40;0.296296296296296;80;0.277777777777778;100
413;2013;3. Plan 12   ;60;110;190;230;Tacuarembó;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;2;1;Asalariado;Cuenta propia;1;182;0;0;0;1;1;0;NA;8/2/2013;8/2/2013;NA;NA;0;0;Interior;No trabaja;1;2;2;Interior Publica;0.666666666666667;60;0.611111111111111;110;0.703703703703704;190;0.638888888888889;230
414;2012;3. Plan 12   ;80;160;230;320;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;1;2;Asalariado;Sin dato;1;25;0;0;0;0;1;0;NA;NA;9/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;1;2;Montevideo Privada;0.888888888888889;80;0.888888888888889;160;0.851851851851852;230;0.888888888888889;320
418;2013;3. Plan 12   ;40;80;100;150;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;1;3;Asalariado;Asalariado;1;15;0;0;0;0;1;0;NA;NA;6/3/2013;NA;NA;0;0;Montevideo;No trabaja;3;1;3;Montevideo Privada;0.444444444444444;40;0.444444444444444;80;0.37037037037037;100;0.416666666666667;150
420;2013;3. Plan 12   ;50;90;110;110;Montevideo;No posee;No corresponde;Trabajó y busca trabajo;No corresponde;Montevideo Publica;18;t17.19;1;0;0;1;2;Sin dato;Asalariado;1;51;0;0;0;0;1;0;NA;NA;6/2/2013;NA;NA;0;0;Montevideo;No trabaja;2;1;2;Montevideo Publica;0.555555555555556;50;0.5;90;0.407407407407407;110;0.305555555555556;110
422;2012;3. Plan 12   ;70;110;130;210;Florida;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;19;t17.19;1;0;0;1;1;Cuenta propia;No trabaja;1;380;0;0;0;0;1;0;NA;NA;5/3/2012;NA;NA;0;0;Interior;No trabaja;1;1;1;Montevideo Privada;0.777777777777778;70;0.611111111111111;110;0.481481481481481;130;0.583333333333333;210
423;2012;3. Plan 12   ;10;40;40;50;Montevideo;Si posee;NA;No corresponde;Trabaja de 21 a 30 hrs semanales;Montevideo Privada;20;t20.22;0;0;1;1;1;Cuenta propia;Cuenta propia;1;45;0;0;0;1;1;0;NA;5/3/2012;5/3/2012;NA;NA;0;0;Montevideo;Trabaja menos de 30 horas;1;1;1;Montevideo Privada;0.111111111111111;10;0.222222222222222;40;0.148148148148148;40;0.138888888888889;50
424;2012;3. Plan 12   ;10;10;10;10;Rivera;No posee;No está relacionada;No corresponde;Trabaja de 10 a 20 hrs semanales;Montevideo Publica;18;t17.19;0;0;1;1;1;Asalariado;No trabaja;1;68;0;0;0;0;1;0;NA;NA;17/2/2012;NA;NA;0;0;Interior;Trabaja menos de 30 horas;1;1;1;Montevideo Publica;0.111111111111111;10;0.0555555555555556;10;0.037037037037037;10;0.0277777777777778;10
425;2013;3. Plan 12   ;10;20;40;60;Montevideo;No posee;No está relacionada;No corresponde;Trabaja menos de 10 hrs semanales;Montevideo Publica;18;t17.19;1;0;1;1;3;Asalariado;Cuenta propia;1;352;0;0;0;1;1;0;NA;8/2/2013;8/2/2013;NA;NA;0;0;Montevideo;Trabaja menos de 30 horas;3;1;3;Montevideo Publica;0.111111111111111;10;0.111111111111111;20;0.148148148148148;40;0.166666666666667;60
427;2013;3. Plan 12   ;50;50;50;50;Montevideo;Si posee;No está relacionada;No corresponde;Trabaja de 10 a 20 hrs semanales;Montevideo Publica;19;t17.19;0;0;1;1;2;Cuenta propia;Cuenta propia;1;83;1;0;0;0;1;0;NA;NA;5/2/2013;NA;21/7/2015;0;1;Montevideo;Trabaja menos de 30 horas;2;1;2;Montevideo Publica;0.555555555555556;50;0.277777777777778;50;0.185185185185185;50;0.138888888888889;50
428;2013;3. Plan 12   ;10;10;10;10;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Privada;18;t17.19;0;0;0;3;3;Asalariado;Asalariado;1;15;0;0;0;0;1;0;NA;NA;18/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Privada;0.111111111111111;10;0.0555555555555556;10;0.037037037037037;10;0.0277777777777778;10
432;2013;3. Plan 12   ;50;90;100;100;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;3;3;Asalariado;Asalariado;1;356;0;0;0;0;1;0;NA;NA;6/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Privada;0.555555555555556;50;0.5;90;0.37037037037037;100;0.277777777777778;100
433;2013;3. Plan 12   ;80;140;190;230;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;2;No trabaja;No trabaja;1;15;0;0;0;0;1;0;NA;NA;4/2/2013;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.888888888888889;80;0.777777777777778;140;0.703703703703704;190;0.638888888888889;230
436;2013;3. Plan 12   ;70;140;170;180;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;17;t17.19;1;0;0;2;3;Asalariado;Asalariado;1;50;0;0;0;1;1;0;NA;4/2/2013;4/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;2;3;Montevideo Privada;0.777777777777778;70;0.777777777777778;140;0.62962962962963;170;0.5;180
437;2013;3. Plan 12   ;60;90;100;120;Maldonado;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Privada;17;t17.19;0;0;0;2;2;Asalariado;Asalariado;1;359;0;0;0;0;1;0;NA;NA;4/2/2013;NA;NA;0;0;Interior;No trabaja;2;2;2;Interior Privada;0.666666666666667;60;0.5;90;0.37037037037037;100;0.333333333333333;120
442;2012;3. Plan 12   ;0;0;0;0;Río Negro;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Interior Publica;18;t17.19;0;0;0;1;1;Asalariado;No trabaja;1;176;0;0;0;0;1;0;NA;NA;17/2/2012;NA;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;0;0;0;0;0;0;0;0
443;2013;3. Plan 12   ;80;155;255;360;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;19;t17.19;1;0;0;2;2;No trabaja;Cuenta propia;1;201;0;0;0;1;1;0;NA;6/2/2013;6/2/2013;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.888888888888889;80;0.861111111111111;155;0.944444444444444;255;1;360
447;2013;3. Plan 12   ;80;180;270;350;Canelones;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;0;0;0;1;3;Asalariado;Asalariado;1;176;0;0;0;0;1;0;NA;NA;5/2/2013;NA;NA;0;0;Interior;No trabaja;3;1;3;Interior Publica;0.888888888888889;80;1;180;1;270;0.972222222222222;350
448;2013;3. Plan 12   ;40;80;120;170;Florida;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;19;t17.19;0;0;0;1;3;Sin dato;Asalariado;1;185;0;0;0;1;1;0;NA;8/2/2013;8/2/2013;NA;NA;0;0;Interior;No trabaja;3;1;3;Interior Publica;0.444444444444444;40;0.444444444444444;80;0.444444444444444;120;0.472222222222222;170
449;2012;3. Plan 12   ;0;0;0;0;Montevideo;No posee;No está relacionada;No corresponde;Trabaja más de 40 hrs semanales;Montevideo Publica;18;t17.19;1;0;1;2;3;Asalariado;Asalariado;1;348;1;1;0;0;1;0;NA;NA;10/2/2012;NA;7/2/2015;0;1;Montevideo;Trabaja mas de 30 horas;3;2;3;Montevideo Publica;0;0;0;0;0;0;0;0
452;2012;3. Plan 12   ;20;40;40;40;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Sin dato;Sin dato;1;111;1;1;0;1;1;1;NA;7/2/2012;7/2/2012;7/2/2012;1/2/2014;0;1;Montevideo;No trabaja;1;1;1;Interior Publica;0.222222222222222;20;0.222222222222222;40;0.148148148148148;40;0.111111111111111;40
454;2012;3. Plan 12   ;30;30;30;30;Montevideo;No posee;No corresponde;Trabajó y no busca trabajo;No corresponde;Interior Publica;20;t20.22;0;0;0;1;3;Asalariado;Asalariado;1;305;0;0;0;0;1;1;NA;NA;6/2/2012;6/2/2012;NA;0;0;Montevideo;No trabaja;3;1;3;Interior Publica;0.333333333333333;30;0.166666666666667;30;0.111111111111111;30;0.0833333333333333;30
456;2012;3. Plan 12   ;80;140;170;170;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;2;Asalariado;Cuenta propia;1;312;0;0;0;1;1;0;NA;14/2/2012;14/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.888888888888889;80;0.777777777777778;140;0.62962962962963;170;0.472222222222222;170
457;2013;3. Plan 12   ;90;180;260;320;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Privada;18;t17.19;0;0;0;2;2;Asalariado;Asalariado;1;222;0;0;0;1;1;0;NA;8/2/2013;8/2/2013;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Interior Privada;1;90;1;180;0.962962962962963;260;0.888888888888889;320
460;2013;3. Plan 12   ;60;80;130;190;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Publica;18;t17.19;1;0;0;2;2;Asalariado;No trabaja;1;83;0;0;0;0;1;0;NA;NA;6/3/2013;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Publica;0.666666666666667;60;0.444444444444444;80;0.481481481481481;130;0.527777777777778;190
468;2013;3. Plan 12   ;60;80;100;130;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Privada;18;t17.19;1;0;0;1;2;Asalariado;No trabaja;1;31;0;0;0;1;1;1;NA;14/2/2013;14/2/2013;14/2/2013;NA;0;0;Montevideo;No trabaja;2;1;2;Montevideo Privada;0.666666666666667;60;0.444444444444444;80;0.37037037037037;100;0.361111111111111;130
471;2013;3. Plan 12   ;90;140;170;220;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Publica;18;t17.19;1;0;0;1;1;Asalariado;Cuenta propia;1;216;0;0;0;0;1;0;NA;NA;4/2/2013;NA;NA;0;0;Montevideo;No trabaja;1;1;1;Montevideo Publica;1;90;0.777777777777778;140;0.62962962962963;170;0.611111111111111;220
472;2013;3. Plan 12   ;10;20;80;140;Montevideo;No posee;Está parcialmente relacionada;No corresponde;Trabaja de 10 a 20 hrs semanales;Montevideo Publica;18;t17.19;0;0;1;2;1;Asalariado;No trabaja;1;62;0;1;0;1;1;0;NA;13/2/2013;13/2/2013;NA;NA;0;1;Montevideo;Trabaja menos de 30 horas;1;2;2;Montevideo Publica;0.111111111111111;10;0.111111111111111;20;0.296296296296296;80;0.388888888888889;140
474;2012;3. Plan 12   ;70;120;200;260;Canelones;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;0;0;0;1;2;Asalariado;No trabaja;1;185;0;0;0;0;1;1;NA;NA;9/2/2012;9/2/2012;NA;0;0;Interior;No trabaja;2;1;2;Interior Publica;0.777777777777778;70;0.666666666666667;120;0.740740740740741;200;0.722222222222222;260
475;2012;3. Plan 12   ;20;20;20;20;Durazno;No posee;No corresponde;Trabajó y no busca trabajo;No corresponde;Interior Publica;21;t20.22;0;0;0;1;2;Asalariado;Asalariado;1;108;0;1;0;1;1;0;NA;7/3/2012;7/3/2012;NA;NA;0;1;Interior;No trabaja;2;1;2;Interior Publica;0.222222222222222;20;0.111111111111111;20;0.0740740740740741;20;0.0555555555555556;20
477;2012;3. Plan 12   ;60;150;230;250;Montevideo;Si posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;19;t17.19;1;0;0;2;2;Sin dato;Dirección;1;45;0;0;0;0;1;0;NA;NA;5/3/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.666666666666667;60;0.833333333333333;150;0.851851851851852;230;0.694444444444444;250
478;2012;3. Plan 12   ;90;160;230;270;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;3;Dirección;Asalariado;1;52;0;0;0;1;1;0;NA;14/2/2012;14/2/2012;NA;NA;0;0;Montevideo;No trabaja;3;2;3;Montevideo Privada;1;90;0.888888888888889;160;0.851851851851852;230;0.75;270
479;2013;3. Plan 12   ;10;10;10;10;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;18;t17.19;1;0;0;3;2;Cuenta propia;Asalariado;1;63;0;0;0;0;1;0;NA;NA;14/2/2013;NA;NA;0;0;Montevideo;No trabaja;2;3;3;Montevideo Publica;0.111111111111111;10;0.0555555555555556;10;0.037037037037037;10;0.0277777777777778;10
481;2013;3. Plan 12   ;10;40;90;120;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;3;3;Cuenta propia;Cuenta propia;1;52;0;0;0;1;1;0;NA;7/2/2015;4/3/2013;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Privada;0.111111111111111;10;0.222222222222222;40;0.333333333333333;90;0.333333333333333;120
